minutes,gross,budget,year,rating,score
97,43337279.00,60000000.00,2009,4.9,4.9
101,19151864.00,40000000.00,2008,5.9,5.9
118,150167630.00,175000000.00,2009,5.8,5.8
160,7916887.00,45000000.00,2008,6.1,6.0
105,77264926.00,25000000.00,2012,6.0,6.1
106,115504.00,14000000.00,2008,6.2,6.2
96,292979556.00,175000000.00,2009,8.2,8.3
103,80021740.00,58000000.00,2015,6.3,6.4
103,80021740.00,58000000.00,2015,6.3,6.4
111,13763130.00,32000000.00,2010,6.3,6.3
100,7204138.00,41000000.00,2011,6.2,6.2
119,4234040.00,20000000.00,2008,7.0,7.0
123,7689458.00,40000000.00,2009,6.8,6.8
150,402076689.00,200000000.00,2009,6.0,6.0
134,37479778.00,60000000.00,2009,7.3,7.4
100,18439082.00,18500000.00,2009,6.3,6.4
118,101111837.00,80000000.00,2008,6.6,6.6
85,80034302.00,25000000.00,2008,7.0,7.0
165,25359200.00,4000000.00,2014,7.9,8.0
96,137850096.00,200000000.00,2009,6.8,6.8
120,58700247.00,38000000.00,2011,6.9,6.9
109,23179303.00,20000000.00,2011,5.8,5.8
104,97680195.00,70000000.00,2008,6.8,6.8
96,51774002.00,57000000.00,2011,4.3,4.3
78,243768.00,30000.00,2007,3.5,4.1
86,38232624.00,30000000.00,2008,2.8,2.7
143,304360277.00,200000000.00,2012,7.7,7.8
143,304360277.00,200000000.00,2012,7.7,7.8
103,23616.00,600000.00,2007,4.4,5.6
98,67128202.00,65000000.00,2009,5.7,5.7
81,10539414.00,47000000.00,2010,4.7,4.7
113,79711678.00,100000000.00,2012,6.2,6.2
109,49185998.00,30000000.00,2009,7.4,7.4
105,177243721.00,150000000.00,2009,6.0,5.9
113,109176215.00,60000000.00,2009,5.5,5.5
94,196573705.00,90000000.00,2009,6.9,7.0
89,31691811.00,12000000.00,2008,6.0,6.0
99,2077046.00,6000000.00,2008,7.0,7.0
106,15785632.00,23000000.00,2016,7.4,7.5
106,15785632.00,23000000.00,2016,7.4,7.5
117,46280507.00,40000000.00,2014,6.5,6.5
90,52166.00,2000000.00,2008,6.7,6.7
121,125069696.00,40000000.00,2013,7.5,7.6
94,11508423.00,23000000.00,2008,5.3,5.1
104,37371385.00,40000000.00,2011,7.0,7.0
89,21426805.00,30000000.00,2011,4.9,4.9
97,16699684.00,8000000.00,2009,5.6,5.6
122,1697956.00,20000000.00,2009,6.6,6.7
84,10017041.00,3000000.00,2009,5.8,5.9
85,9353573.00,45000000.00,2009,2.5,2.7
122,191449475.00,37000000.00,2008,5.2,5.2
122,191449475.00,37000000.00,2008,5.2,5.2
89,20916309.00,40000000.00,2009,4.7,4.9
100,47000485.00,75000000.00,2010,5.4,5.4
110,3148482.00,12000000.00,2008,7.0,7.1
125,172051787.00,170000000.00,2010,6.8,6.8
125,172051787.00,170000000.00,2010,6.8,6.8
92,4881867.00,9000000.00,2008,6.3,6.4
95,17580.00,1500000.00,2009,6.1,6.2
108,46451.00,7000000.00,2010,6.0,6.0
95,76137505.00,55000000.00,2014,7.2,7.2
106,65452312.00,100000000.00,2009,6.4,6.4
102,79566871.00,30000000.00,2009,4.4,4.2
91,20819129.00,26000000.00,2009,5.2,5.2
95,117224271.00,20000000.00,2010,7.0,7.1
100,277313371.00,35000000.00,2009,7.7,7.8
112,9701559.00,3500000.00,2010,7.4,7.4
102,17176900.00,95000000.00,2014,5.5,5.5
96,13630226.00,20000000.00,2009,6.2,6.2
125,1110286.00,4825000.00,2009,7.2,7.2
101,40962534.00,12500000.00,2011,7.1,7.1
139,20389967.00,50000000.00,2016,6.9,6.7
132,119922.00,12000000.00,2009,7.7,7.7
109,26236603.00,6000000.00,2008,7.9,7.9
117,134904.00,25000000.00,2010,5.6,5.7
106,14479776.00,10000000.00,2014,7.0,7.0
119,39440655.00,55000000.00,2010,6.4,6.4
107,30993544.00,40000000.00,2010,6.5,6.5
99,42057340.00,30000000.00,2009,6.5,6.6
120,7443007.00,30000000.00,2009,6.7,6.7
122,33451479.00,500000.00,2008,6.5,6.5
108,33313582.00,21000000.00,2009,6.4,6.5
138,127968405.00,80000000.00,2010,8.1,8.1
90,399611.00,6000000.00,2010,5.6,5.7
102,16204793.00,16000000.00,2009,5.2,5.1
92,56729973.00,10800000.00,2008,5.8,5.8
114,116593191.00,200000000.00,2011,5.5,5.6
90,101055.00,4000000.00,2009,4.9,5.0
107,57744720.00,20000000.00,2010,6.2,6.2
125,40559930.00,60000000.00,2009,6.1,6.2
118,94125426.00,40000000.00,2009,7.0,7.0
109,8396942.00,19000000.00,2008,6.5,6.5
112,115646235.00,30000000.00,2009,7.9,8.0
128,15523168.00,45000000.00,2010,7.2,7.2
88,42638165.00,16000000.00,2009,4.8,4.8
88,42638165.00,16000000.00,2009,4.8,4.8
88,6373693.00,15000000.00,2009,5.3,5.3
87,35287788.00,39000000.00,2012,6.9,7.0
96,88915214.00,38000000.00,2009,6.4,6.5
82,66466372.00,40000000.00,2009,5.2,5.2
85,110029.00,6500000.00,2009,6.2,6.3
88,143000.00,5000000.00,2009,4.1,4.1
105,1260917.00,27000000.00,2009,7.2,7.2
144,2222647.00,12000000.00,2009,7.8,7.8
92,124720.00,5000000.00,2008,7.1,7.3
96,5005.00,3000000.00,2009,5.8,5.9
90,4542775.00,6000000.00,2009,5.0,5.1
86,27854896.00,17000000.00,2011,5.6,5.6
93,100675.00,3000000.00,2010,6.4,6.4
140,97030725.00,100000000.00,2009,7.0,7.0
80,856942.00,200000.00,2008,7.1,7.1
83,25615792.00,25000000.00,2009,3.5,3.5
105,71347010.00,40000000.00,2009,7.0,7.1
94,2957978.00,1000000.00,2008,7.7,7.8
88,75590286.00,23600000.00,2009,7.6,7.7
108,12232937.00,22000000.00,2009,5.6,5.6
114,33037754.00,37000000.00,2011,6.0,6.0
161,258355354.00,225000000.00,2013,7.8,7.9
96,21564616.00,8500000.00,2013,5.1,5.0
111,13034417.00,15000000.00,2009,6.9,6.9
95,100659.00,900000.00,2009,6.4,6.4
104,6670712.00,6000000.00,2009,7.4,7.4
100,12574715.00,4500000.00,2009,7.3,7.3
129,25517500.00,25100000.00,2008,6.3,6.4
114,1186957.00,25000000.00,2008,6.7,6.8
98,9430988.00,17000000.00,2009,7.0,7.1
93,5306447.00,15000000.00,2009,7.1,7.2
92,23324666.00,52000000.00,2010,6.5,6.5
100,2708188.00,23000000.00,2009,6.2,6.2
101,51527787.00,15000000.00,2009,5.4,5.5
86,107917283.00,15000.00,2007,6.3,6.3
103,71897215.00,15000000.00,2016,7.2,7.3
97,5009677.00,5000000.00,2009,7.9,7.9
98,3247816.00,22000000.00,2010,6.3,6.3
97,883887.00,9000000.00,2009,6.2,6.2
90,2283276.00,1500000.00,2008,8.0,8.0
99,38105077.00,40000000.00,2009,6.3,6.4
127,617840.00,70000000.00,2009,7.2,7.2
108,10326062.00,33000000.00,2009,6.7,6.8
165,4018695.00,12000000.00,2010,8.0,8.0
118,57981889.00,40000000.00,2011,7.3,7.3
158,166112167.00,200000000.00,2009,5.8,5.8
83,7001720.00,12000000.00,2008,4.1,4.3
161,336467.00,13000000.00,2009,7.3,7.3
107,123207194.00,135000000.00,2011,7.2,7.2
109,83813460.00,25000000.00,2009,7.4,7.4
107,42385520.00,30000000.00,2010,6.2,6.2
135,113165635.00,125000000.00,2012,6.7,6.7
103,9176553.00,7500000.00,2009,7.0,7.1
108,1039869.00,15000000.00,2010,6.2,6.2
124,28644770.00,30000000.00,2012,6.2,6.2
94,64001297.00,15000000.00,2010,6.2,6.2
109,73343413.00,50000000.00,2009,7.4,7.4
86,23993605.00,18000000.00,2009,5.8,5.8
123,1602466.00,600000000.00,2010,6.0,6.0
146,51814190.00,75000000.00,2009,6.3,6.4
103,88625922.00,45000000.00,2011,7.1,7.1
105,63910583.00,28000000.00,2013,6.6,6.6
89,50820940.00,5000000.00,2014,4.5,4.4
116,148085755.00,33000000.00,2008,8.1,8.2
105,50549107.00,60000000.00,2014,6.2,6.2
116,11326836.00,22000000.00,2013,6.8,6.8
132,27154426.00,17000000.00,2009,6.7,6.7
133,75605492.00,50000000.00,2011,7.6,7.6
150,89289910.00,215000000.00,2013,6.4,6.5
97,78030.00,200000.00,2012,6.4,6.5
115,25121291.00,50000000.00,2013,6.7,6.7
129,32741596.00,50000000.00,2010,6.4,6.5
104,37481242.00,35000000.00,2010,5.3,5.3
90,25077977.00,20000000.00,2010,5.2,5.3
87,14174654.00,25000000.00,2008,1.9,1.9
109,26003149.00,20000000.00,2013,7.0,7.0
106,191450875.00,200000000.00,2011,6.1,6.3
112,2445646.00,5000000.00,2014,6.9,7.0
100,12561.00,19000000.00,2010,6.5,6.4
93,237282182.00,185000000.00,2012,7.1,7.2
116,83552429.00,70000000.00,2011,5.7,5.8
97,55673333.00,80000000.00,2010,6.9,7.0
98,25464480.00,10000000.00,2009,5.9,5.9
90,92900.00,5000000.00,2009,4.6,4.7
96,60128566.00,60000000.00,2010,5.8,5.9
102,80360866.00,80000000.00,2011,5.2,5.2
92,10814185.00,8000000.00,2009,6.1,6.2
99,115862.00,6000000.00,2009,6.6,6.7
120,5004648.00,10000000.00,2009,7.0,7.0
98,449558.00,10000000.00,2009,7.5,7.6
117,43290977.00,80000000.00,2010,6.6,6.6
93,3478.00,1500000.00,2008,6.6,6.7
113,31146570.00,20000000.00,2010,6.8,6.9
124,312057433.00,200000000.00,2010,7.0,7.0
116,12134420.00,20000000.00,2010,7.1,7.2
132,209364921.00,145000000.00,2011,7.4,7.4
119,2175312.00,50000000.00,2013,6.3,6.3
120,112703470.00,85000000.00,2009,6.5,6.6
88,219613391.00,75000000.00,2009,4.5,4.5
95,100448498.00,65000000.00,2010,6.5,6.6
101,50213619.00,36000000.00,2010,6.4,6.4
116,36931089.00,70000000.00,2012,5.5,5.6
101,11956207.00,16000000.00,2009,5.1,5.1
109,138447667.00,42000000.00,2012,7.2,7.2
90,27669413.00,11000000.00,2009,6.0,6.0
94,32416109.00,25000000.00,2009,6.2,6.2
117,58607007.00,100000000.00,2014,6.2,6.2
117,58607007.00,100000000.00,2014,6.2,6.2
98,117190.00,8000000.00,2010,6.8,6.9
109,19692608.00,35000000.00,2013,6.2,6.2
111,548934.00,12000000.00,2009,6.8,6.8
102,21557240.00,49900000.00,2011,5.5,5.6
90,2468.00,300000.00,2014,4.7,4.8
108,92401.00,2000000.00,2010,6.3,6.3
112,1738692.00,7000000.00,2011,7.5,7.5
103,67631157.00,100000000.00,2010,6.0,6.0
103,67631157.00,100000000.00,2010,6.0,6.0
105,20991497.00,37000000.00,2015,5.4,5.4
105,20991497.00,37000000.00,2015,5.4,5.4
106,11854694.00,31000000.00,2010,6.4,6.5
99,274385.00,4000000.00,2009,7.3,7.3
85,27024.00,5600000.00,2009,6.5,6.6
107,101470202.00,32000000.00,2013,6.6,6.7
111,90356857.00,58000000.00,2010,7.0,7.1
88,76382.00,15000.00,2009,6.2,6.2
90,100503.00,8000000.00,2009,5.8,5.9
117,48043505.00,30000000.00,2010,7.6,7.7
96,27445.00,9000000.00,2011,5.3,5.3
102,106369117.00,110000000.00,2014,6.2,6.2
110,83503161.00,75000000.00,2011,6.0,6.1
131,6857096.00,6800000.00,2010,8.3,8.2
95,15608545.00,15000000.00,2012,5.4,5.4
95,42043633.00,30000000.00,2012,7.0,7.0
130,296623634.00,50000000.00,2009,4.7,4.6
146,95328937.00,100000000.00,2010,4.5,4.3
111,38176892.00,40000000.00,2011,6.1,6.2
112,39462438.00,7000000.00,2009,7.2,7.3
91,37300107.00,16000000.00,2011,4.8,4.8
98,72660029.00,100000000.00,2014,6.0,6.0
90,35033759.00,19000000.00,2011,6.3,6.3
109,1357042.00,15000000.00,2011,7.1,7.1
120,3773863.00,1000000.00,2009,6.9,7.1
99,24042490.00,25000000.00,2010,5.6,5.6
131,146405371.00,160000000.00,2011,7.7,7.8
109,75573300.00,61000000.00,2013,6.7,6.7
94,24268828.00,28000000.00,2010,5.4,5.4
110,263365.00,20000000.00,2010,5.3,5.4
113,66468315.00,30000000.00,2012,7.4,7.4
85,100669.00,3800000.00,2009,5.7,5.8
93,216366733.00,145000000.00,2012,6.8,6.9
90,41709.00,800000.00,2009,6.3,6.4
88,98711404.00,55000000.00,2010,6.3,6.3
100,73678.00,3000000.00,2011,5.9,5.9
92,58401464.00,8000000.00,2010,7.1,7.1
92,100292856.00,20000000.00,2011,5.6,5.7
120,96917897.00,40000000.00,2010,7.7,7.7
96,1474508.00,5000000.00,2009,6.5,6.5
82,43575716.00,85000000.00,2010,4.3,4.3
91,54239856.00,17000000.00,2013,6.5,6.5
116,118099659.00,144000000.00,2016,5.2,5.5
116,118099659.00,144000000.00,2016,5.2,5.5
103,1818681.00,7300000.00,2009,7.2,7.2
101,190871240.00,125000000.00,2014,5.8,5.9
101,190871240.00,125000000.00,2014,5.8,5.9
140,13651662.00,25000000.00,2011,8.2,8.2
110,46813366.00,38000000.00,2016,6.1,6.1
112,173783.00,2500000.00,2008,7.5,7.6
90,4360548.00,15000000.00,2009,6.3,6.4
107,62933793.00,20000000.00,2010,5.9,5.8
82,40557.00,60000.00,2011,5.6,5.6
102,34350553.00,68000000.00,2012,5.7,5.7
102,34350553.00,68000000.00,2012,5.7,5.7
136,241063875.00,250000000.00,2011,6.6,6.7
118,10269307.00,8000000.00,2009,6.3,6.3
130,408992272.00,200000000.00,2013,7.2,7.2
86,215185.00,200000.00,2008,7.1,7.5
90,165230261.00,150000000.00,2011,7.2,7.3
80,100169068.00,80000000.00,2010,4.6,4.6
101,37606.00,3500000.00,2009,6.8,6.8
103,20246959.00,14000000.00,2010,5.0,4.9
88,21379315.00,150000000.00,2011,5.4,5.4
129,20167424.00,2000000.00,2009,8.2,8.2
100,34963967.00,8000000.00,2011,7.6,7.7
101,6619173.00,10000000.00,2012,6.7,6.7
105,178739.00,2450000.00,2011,3.7,3.9
92,9483821.00,55000000.00,2012,5.7,5.7
105,33386128.00,15000000.00,2009,4.9,4.9
103,29580087.00,58000000.00,2009,4.8,4.7
80,33583175.00,10000000.00,2010,6.2,6.3
99,9166863.00,7000000.00,2009,7.6,7.6
122,1068392.00,36000000.00,2011,5.8,5.9
105,176740650.00,93000000.00,2011,7.6,7.6
87,40990055.00,1800000.00,2010,5.6,5.6
103,102981571.00,80000000.00,2010,6.5,6.5
85,42776259.00,112000000.00,2010,4.9,4.9
91,958319.00,21000000.00,2011,6.7,6.7
113,45996718.00,60000000.00,2013,6.7,6.7
121,37738400.00,25000000.00,2013,7.2,7.3
102,17797316.00,32000000.00,2010,6.3,6.3
95,251501645.00,69000000.00,2010,7.6,7.7
124,300523113.00,68000000.00,2010,5.0,4.9
101,60443237.00,25000000.00,2012,6.5,6.5
132,116631310.00,30000000.00,2013,7.2,7.2
94,8828771.00,6000000.00,2013,4.3,4.3
93,155984.00,160000.00,2009,7.3,7.4
103,2412045.00,15000000.00,2010,7.1,7.2
93,48430.00,500000.00,2010,6.8,6.8
128,38297305.00,175000000.00,2013,6.2,6.3
123,38509342.00,75000000.00,2012,5.9,5.9
91,7455447.00,7000000.00,2010,6.3,6.3
126,89732035.00,155000000.00,2015,6.4,6.6
122,24104113.00,20000000.00,2011,7.1,7.1
121,30212620.00,120000000.00,2010,5.4,5.3
143,144812796.00,105000000.00,2013,7.3,7.3
143,144812796.00,105000000.00,2013,7.3,7.3
95,13401683.00,35000000.00,2012,7.1,7.1
95,13401683.00,35000000.00,2012,7.1,7.1
164,448130642.00,250000000.00,2012,8.4,8.5
99,3830.00,1200000.00,2013,7.1,7.2
114,65171860.00,195000000.00,2013,6.2,6.3
96,3074838.00,11000000.00,2009,6.3,6.3
107,50461335.00,11000000.00,2014,6.7,6.8
127,14946229.00,25000000.00,2016,7.0,7.3
123,62563543.00,53000000.00,2015,6.9,7.0
108,453079.00,7000000.00,2010,5.8,5.9
93,3749061.00,20000000.00,2012,4.9,4.9
172,27098580.00,102000000.00,2012,7.4,7.5
103,34290142.00,19800000.00,2014,6.6,6.6
113,1094798.00,7200000.00,2010,7.2,7.2
108,10907291.00,28000000.00,2016,5.8,5.8
148,292568851.00,160000000.00,2010,8.8,8.8
102,162001186.00,80000000.00,2010,5.9,6.0
100,4756.00,25000000.00,2013,5.4,5.4
106,62453315.00,50200000.00,2011,7.0,7.1
107,44867349.00,37000000.00,2010,5.6,5.6
113,51697449.00,13000000.00,2009,4.4,4.1
107,119219978.00,100000000.00,2010,6.6,6.7
123,161087183.00,175000000.00,2016,6.0,6.9
122,24985612.00,100000000.00,2015,6.9,7.0
121,60072596.00,20000000.00,2010,4.6,4.4
142,407999255.00,78000000.00,2012,7.2,7.3
120,153629485.00,150000000.00,2015,8.1,8.1
87,33643461.00,50000000.00,2010,4.2,4.2
153,60962878.00,46000000.00,2013,8.1,8.1
94,68218041.00,55000000.00,2011,6.0,6.0
92,139852971.00,45000000.00,2012,6.2,6.3
94,103812241.00,79000000.00,2012,5.8,5.8
147,161029270.00,28000000.00,2015,7.9,7.9
154,352358779.00,195000000.00,2011,6.2,6.3
100,6531491.00,2000000.00,2010,7.2,7.2
113,61094903.00,30000000.00,2011,6.8,6.9
113,61094903.00,30000000.00,2011,6.8,6.9
100,63992328.00,135000000.00,2011,5.9,5.9
106,382946.00,7000000.00,2010,7.0,7.1
110,171031347.00,38000000.00,2010,7.6,7.7
113,19057024.00,16000000.00,2010,7.1,7.2
132,228756232.00,190000000.00,2013,7.7,7.8
99,134141530.00,25000000.00,2014,6.2,6.2
106,179020854.00,225000000.00,2012,6.8,6.8
146,9213.00,94000000.00,2011,7.6,7.6
108,70625986.00,25000000.00,2011,6.2,6.2
119,41997790.00,38000000.00,2013,6.4,6.4
97,2331318.00,10000000.00,2011,3.2,3.3
102,254455986.00,80000000.00,2011,6.4,6.5
95,108012170.00,63000000.00,2011,5.4,5.5
124,46377022.00,10000000.00,2011,7.2,7.3
105,25677801.00,20000000.00,2010,5.8,5.8
109,28995450.00,35000000.00,2010,6.1,6.1
92,19059018.00,65000000.00,2014,5.1,5.1
97,1768416.00,7000000.00,2010,6.3,6.3
105,1796024.00,22000000.00,2010,5.4,5.4
107,52000688.00,40000000.00,2010,6.4,6.4
93,7017178.00,17500000.00,2013,4.5,4.4
88,55682070.00,50000000.00,2013,6.1,6.1
126,132550960.00,120000000.00,2013,6.7,6.7
97,46440491.00,100000000.00,2011,7.1,7.1
90,20285518.00,28000000.00,2014,5.7,5.7
107,20113965.00,40000000.00,2012,6.5,6.5
88,31051126.00,55000000.00,2012,6.7,6.7
108,363024263.00,58000000.00,2016,8.0,8.1
129,3205244.00,10000000.00,2010,7.3,7.3
98,23225911.00,24000000.00,2010,6.4,6.5
83,4930798.00,17000000.00,2012,4.1,4.1
96,143618384.00,90000000.00,2011,6.9,7.0
106,18298649.00,30000000.00,2011,6.3,6.4
99,31136950.00,44000000.00,2010,6.4,6.5
131,65173160.00,209000000.00,2012,5.8,5.9
154,183662.00,25000000.00,2010,7.1,7.1
105,35596227.00,20000000.00,2010,6.3,6.3
94,18381787.00,11000000.00,2012,6.8,6.8
97,103400692.00,145000000.00,2012,7.3,7.3
124,126464904.00,130000000.00,2012,7.0,7.0
116,25093607.00,35000000.00,2011,6.5,6.5
63,26687172.00,30000000.00,2011,7.2,7.3
104,268488329.00,200000000.00,2013,7.3,7.3
146,169705587.00,25000000.00,2011,8.1,8.1
91,274084951.00,100000000.00,2013,7.7,7.8
112,137387272.00,20000000.00,2013,7.5,7.5
133,21129348.00,35000000.00,2010,7.4,7.4
84,21283440.00,55000000.00,2011,6.0,6.0
110,2848578.00,3500000.00,2010,6.3,6.3
95,1028658.00,3000000.00,2010,7.0,7.0
105,51853450.00,25000000.00,2012,6.6,6.6
130,6594136.00,38600000.00,2013,6.6,6.5
107,37911876.00,32000000.00,2011,4.4,4.4
111,55092830.00,60000000.00,2011,6.1,6.1
98,18469.00,650000.00,2010,6.5,6.5
90,8460995.00,10000000.00,2010,5.5,5.5
94,237301.00,500000.00,2010,6.4,6.4
90,45670855.00,20000000.00,2010,5.6,5.6
111,71844424.00,60000000.00,2009,7.2,7.3
125,169076745.00,32500000.00,2011,6.8,6.8
88,1024175.00,13000000.00,2011,6.6,6.6
90,1521.00,1500000.00,2012,5.6,5.7
124,89021735.00,120000000.00,2013,7.0,7.0
80,99851.00,2500000.00,2010,7.0,7.1
100,37652565.00,42000000.00,2011,5.4,5.4
110,16005978.00,26000000.00,2012,6.4,6.4
113,17149.00,20000000.00,2011,5.6,5.6
112,37035845.00,52000000.00,2011,6.3,6.4
107,126088877.00,50000000.00,2016,6.3,6.6
100,257756197.00,60000000.00,2014,7.8,7.8
106,1939441.00,10000000.00,2012,6.8,6.9
88,62321039.00,70000000.00,2012,6.4,6.4
98,117528646.00,35000000.00,2011,6.9,6.9
104,10706786.00,50000000.00,2011,5.4,5.5
100,56114221.00,120000000.00,2015,4.3,4.3
118,138795342.00,15000000.00,2010,8.0,8.0
93,18934858.00,23000000.00,2011,5.8,5.8
93,611709.00,3850000.00,2011,7.2,7.2
110,20315324.00,75000000.00,2011,5.7,5.8
96,322157.00,2500000.00,2010,6.7,6.8
129,186830669.00,125000000.00,2011,7.5,7.5
125,26616999.00,40000000.00,2013,5.9,5.9
89,38536376.00,27000000.00,2011,3.5,3.6
88,1064277.00,20000000.00,2012,2.0,6.7
130,4463292.00,30000000.00,2011,6.9,6.9
109,66489425.00,25000000.00,2012,6.5,6.5
91,1712111.00,8495000.00,2015,5.0,4.5
99,58879132.00,31000000.00,2015,6.1,6.1
135,3029870.00,7400000.00,2011,7.1,7.1
150,65007045.00,140000000.00,2014,6.0,6.1
150,65007045.00,140000000.00,2014,6.0,6.1
96,150315155.00,50000000.00,2015,6.2,6.1
106,58214.00,9500000.00,2010,6.9,7.0
97,2711210.00,5000000.00,2010,6.4,6.4
105,5776314.00,3200000.00,2010,7.2,7.2
133,199228.00,150000000.00,2009,7.2,7.2
110,8888355.00,20000000.00,2013,5.0,5.0
110,56129.00,1100000.00,2010,6.1,6.1
109,93050117.00,115000000.00,2013,6.6,6.6
134,107100855.00,55000000.00,2013,7.8,7.9
100,63536011.00,30000000.00,2012,6.3,6.3
90,28870.00,15000000.00,2011,5.1,5.1
112,22000.00,3000000.00,2011,5.8,5.8
91,84749884.00,3000000.00,2010,5.6,5.7
130,31165421.00,60000000.00,2013,5.9,6.0
105,13101142.00,35000000.00,2012,5.7,5.7
96,5359774.00,6000000.00,2011,7.3,7.3
104,1346503.00,6000000.00,2011,6.1,6.1
94,18329466.00,18000000.00,2010,7.6,7.6
101,2428241.00,200000.00,2010,6.4,6.4
92,2964.00,16000000.00,2012,5.1,5.1
91,20275446.00,35000000.00,2012,6.5,6.5
92,1316074.00,100000.00,2011,7.0,7.0
107,12026670.00,45000000.00,2013,6.3,6.4
98,1754319.00,10000000.00,2011,7.2,7.2
117,20218921.00,15000000.00,2010,6.3,6.3
124,19445217.00,60000000.00,2013,6.1,6.2
138,16377274.00,32000000.00,2012,7.2,7.1
92,425899.00,400000.00,2010,4.7,5.1
83,53245055.00,1000000.00,2012,4.2,4.2
124,183490.00,1700000.00,2010,5.7,5.8
107,13766014.00,15000000.00,2011,7.0,7.0
113,72279690.00,37000000.00,2011,6.9,6.9
117,103028109.00,80000000.00,2011,6.4,6.4
92,21371425.00,10000000.00,2010,4.4,4.4
145,5669081.00,10818775.00,2012,6.5,6.6
102,18600911.00,42000000.00,2012,6.6,6.6
158,102515793.00,90000000.00,2011,7.8,7.8
146,79883359.00,66000000.00,2011,7.2,7.2
118,84244877.00,50000000.00,2011,7.4,7.4
98,389804.00,65000.00,2010,6.2,6.3
99,5702083.00,15000000.00,2011,6.4,6.5
92,34334256.00,11000000.00,2013,4.8,4.8
111,48430355.00,70000000.00,2011,5.3,5.3
101,31607598.00,6900000.00,2012,5.6,5.6
98,35565975.00,30000000.00,2011,6.1,6.1
110,122512052.00,130000000.00,2013,5.8,5.8
100,163591.00,13400000.00,2010,3.6,3.6
110,41102171.00,40000000.00,2012,5.7,5.7
129,537580.00,30000000.00,2011,6.8,6.8
97,241407328.00,180000000.00,2014,7.0,7.0
98,66359959.00,35000000.00,2013,6.9,6.9
83,4244155.00,10000000.00,2011,6.5,6.5
122,3950029.00,4000000.00,2010,7.2,7.2
103,53991137.00,1500000.00,2010,6.8,6.8
110,70011073.00,12000000.00,2012,6.5,6.5
95,14291570.00,20000000.00,2012,6.1,6.1
101,77501.00,750000.00,2011,5.4,5.5
130,209805005.00,125000000.00,2011,7.3,7.3
112,43853424.00,18000000.00,2011,7.0,7.1
103,54758461.00,65000000.00,2012,6.3,6.3
130,70235322.00,28000000.00,2015,7.8,7.8
95,54322273.00,17000000.00,2012,6.4,6.4
106,75638743.00,60000000.00,2011,6.6,6.6
113,54540525.00,56000000.00,2011,5.7,5.7
91,26404753.00,40000000.00,2012,5.3,5.3
115,126149655.00,85000000.00,2012,6.7,6.8
106,28064226.00,35000000.00,2011,5.1,5.0
117,51533608.00,25000000.00,2011,6.8,6.8
113,3014541.00,8000000.00,2011,6.7,6.7
90,778565.00,4800000.00,2013,5.7,5.7
127,225377.00,8900000.00,2012,7.9,7.9
104,10106233.00,8000000.00,2011,5.4,5.4
113,56724080.00,50000000.00,2012,6.7,6.7
94,56816662.00,17000000.00,2011,7.7,7.7
98,67344392.00,92000000.00,2013,5.3,5.3
104,125014030.00,30000000.00,2012,6.8,6.8
89,133778.00,500000.00,2012,8.4,8.4
101,28837115.00,50000000.00,2016,4.7,4.8
105,37516013.00,69000000.00,2012,5.9,5.9
82,98017.00,500000.00,2010,5.8,5.8
96,1196752.00,30300000.00,2011,7.5,7.6
131,47307550.00,45000000.00,2012,6.5,6.5
107,5354039.00,3500000.00,2011,7.1,7.1
87,133103929.00,75000000.00,2011,4.3,4.4
137,37304950.00,35000000.00,2011,6.5,6.6
127,47375327.00,176000000.00,2015,5.3,5.4
106,27356090.00,90000000.00,2015,6.0,6.0
91,55747724.00,55000000.00,2013,5.9,5.9
122,91547205.00,12000000.00,2012,6.6,6.6
83,37053924.00,28000000.00,2011,6.1,6.1
92,42575718.00,40000000.00,2011,5.8,5.9
130,234903076.00,215000000.00,2013,6.3,6.4
130,234903076.00,215000000.00,2013,6.3,6.4
92,55994557.00,60000000.00,2012,7.0,7.0
94,16300302.00,12000000.00,2011,6.3,6.3
120,102315545.00,165000000.00,2016,5.2,5.5
116,6002756.00,20000000.00,2012,7.2,7.2
129,34522221.00,2000000.00,2011,7.0,7.0
113,100189501.00,178000000.00,2014,7.9,7.9
109,55802754.00,35000000.00,2011,6.5,6.6
90,18860403.00,25000000.00,2011,4.0,4.0
101,8129455.00,45000000.00,2011,6.3,6.3
88,54724272.00,12000000.00,2012,6.6,6.7
109,37553932.00,40000000.00,2011,6.7,6.7
90,24809547.00,5000000.00,2011,6.4,6.4
106,218628680.00,50000000.00,2012,6.9,7.0
116,45434443.00,75000000.00,2015,7.3,7.3
86,703002.00,3000000.00,2011,6.1,6.1
112,37295394.00,6600000.00,2011,5.7,5.7
96,162.00,9000000.00,2014,5.6,5.7
83,59617068.00,65000000.00,2012,6.4,6.4
102,176997107.00,145000000.00,2014,7.8,7.9
100,513836.00,4600000.00,2010,7.2,7.2
99,83640426.00,150000000.00,2012,5.7,5.8
124,36447959.00,25000000.00,2014,7.0,7.0
105,45290318.00,42000000.00,2012,6.4,6.5
114,18996755.00,45000000.00,2012,7.6,7.6
99,52691009.00,21000000.00,2011,6.5,6.6
112,126975169.00,50000000.00,2011,7.0,7.1
103,28751715.00,28000000.00,2013,6.5,6.6
99,14597405.00,6400000.00,2011,7.0,7.0
112,42478175.00,25000000.00,2015,7.2,7.2
100,44667095.00,15000000.00,2011,7.9,8.0
96,183125.00,35000000.00,2012,5.5,5.5
