minutes,gross,budget,year,rating,score
83,10431220.00,24000000.00,1999,4.2,4.1
90,5108820.00,24000000.00,2000,5.9,5.9
102,71423726.00,45000000.00,1999,7.3,7.3
130,182618434.00,140000000.00,2000,6.4,6.4
117,6830957.00,21000000.00,2002,6.6,6.7
85,2199853.00,1200000.00,1999,6.6,6.6
120,24375436.00,42000000.00,2001,6.1,6.1
95,4411102.00,100000000.00,2002,3.8,3.8
124,7060876.00,13500000.00,2000,7.3,7.4
102,3609278.00,4500000.00,2000,8.3,8.4
106,40219708.00,21000000.00,2001,6.4,6.3
105,6291602.00,50000000.00,2000,5.6,5.6
93,68208190.00,65000000.00,1999,6.3,6.3
136,51768623.00,43000000.00,2000,7.3,7.3
145,132014112.00,102000000.00,2002,7.6,7.7
95,13596911.00,70000000.00,2001,6.3,6.2
82,12996.00,1000000.00,2000,5.8,6.0
109,150350192.00,200000000.00,2003,6.3,6.4
147,124107476.00,48000000.00,2000,7.6,7.6
122,32522352.00,60000000.00,2000,7.9,7.9
120,16938179.00,8000000.00,2000,7.0,7.0
103,1027119.00,225000.00,2000,6.8,7.0
132,58220776.00,100000000.00,1999,6.9,6.8
116,90567722.00,51000000.00,2000,6.6,6.5
114,60874615.00,90000000.00,2000,5.7,5.6
81,46563158.00,13000000.00,2002,7.0,7.1
122,8596914.00,6000000.00,2000,7.0,7.0
132,56083966.00,65000000.00,2001,6.9,6.9
95,16017403.00,5000000.00,2001,6.1,6.2
104,23360779.00,34000000.00,2000,5.8,5.7
110,56932305.00,55000000.00,2000,6.5,6.6
89,60008303.00,13000000.00,2000,5.1,4.9
107,19389454.00,55000000.00,2000,7.3,7.4
118,21471685.00,44000000.00,2000,2.5,2.4
93,40846082.00,19000000.00,1999,5.6,5.6
90,39442871.00,80000000.00,2000,5.3,5.3
81,140530114.00,60000.00,1999,6.5,6.4
96,15427192.00,16000000.00,2000,5.7,5.6
118,44983704.00,31000000.00,2000,7.3,7.3
107,1282084.00,2500000.00,1999,6.9,7.0
130,90454043.00,65000000.00,2000,6.4,6.4
91,20035310.00,9000000.00,2000,5.0,4.9
118,101643008.00,90000000.00,2000,6.5,6.5
165,113330342.00,110000000.00,2000,7.2,7.1
103,5725.00,8400000.00,2000,6.1,6.1
117,81645152.00,54000000.00,2002,6.7,6.7
77,19421271.00,5000000.00,1999,5.0,5.0
93,4919896.00,13000000.00,2001,6.1,6.1
99,10037390.00,1000000000.00,1999,6.1,6.0
99,104257.00,2200000.00,1999,7.1,7.1
94,2800000.00,4000000.00,1999,5.9,5.8
88,4777007.00,40000000.00,2001,5.8,5.8
92,8279017.00,8000000.00,2000,6.9,6.9
98,57262492.00,24000000.00,2000,6.7,6.7
105,609042.00,1300000.00,1999,6.3,6.5
120,128067808.00,15000000.00,2000,7.8,7.9
107,45506619.00,26000000.00,2000,7.7,7.8
124,68473360.00,75000000.00,2000,5.9,5.9
118,44737059.00,50000000.00,2000,6.6,6.5
112,3058380.00,100000000.00,2000,7.2,7.3
103,37035515.00,43000000.00,2000,6.0,6.0
87,11560259.00,22000000.00,2001,5.7,5.8
86,10397365.00,14000000.00,2001,5.4,5.4
95,13555988.00,22000000.00,2000,5.7,5.7
106,35007180.00,15000000.00,2000,5.6,5.6
97,21468807.00,14000000.00,2000,4.3,4.1
90,623374.00,38000000.00,2001,5.2,5.2
131,125548685.00,52000000.00,2000,7.3,7.3
98,53302314.00,23000000.00,2000,6.7,6.7
96,10494147.00,15000000.00,2000,5.2,5.1
98,57176582.00,9500000.00,2000,6.1,6.1
94,17071230.00,18000000.00,2000,6.7,6.7
90,45162741.00,28000000.00,2001,6.5,6.6
124,8427204.00,24000000.00,1999,5.5,5.4
120,33771174.00,15000000.00,2000,6.8,6.8
88,13019253.00,23000000.00,2000,5.6,5.6
92,289907418.00,115000000.00,2001,8.0,8.1
82,9821335.00,6000000.00,2000,4.7,4.0
119,4717455.00,12000000.00,2003,5.3,5.3
124,27441122.00,15000000.00,2000,7.2,7.2
106,17473245.00,70000000.00,2000,5.7,5.7
132,29781453.00,48000000.00,2001,6.5,6.4
111,30028592.00,20000000.00,2008,7.2,7.3
91,10149779.00,6500000.00,1999,3.9,3.6
96,1050600.00,250000.00,2000,6.5,6.6
100,60786269.00,45000000.00,2000,5.7,5.6
135,3041803.00,10000000.00,2000,7.0,7.1
94,8735529.00,15000000.00,2000,5.5,5.5
105,16991902.00,57000000.00,2001,6.3,6.2
119,6047856.00,8500000.00,2000,6.7,6.7
127,57386369.00,52500000.00,2001,7.6,7.6
129,48814909.00,32000000.00,2000,7.2,7.2
111,9180275.00,1200000.00,2000,7.5,7.7
100,902835.00,250000.00,2001,6.6,6.7
100,12610552.00,7500000.00,1999,3.6,3.5
94,20627372.00,16000000.00,2000,5.4,5.3
114,41814863.00,50000000.00,2004,5.1,5.1
97,28927720.00,33000000.00,2000,5.3,5.3
98,68353550.00,10000000.00,2000,6.0,5.9
88,65535067.00,17000000.00,1999,5.7,5.7
85,15911333.00,19000000.00,2000,4.0,3.6
95,265107.00,1500000.00,2000,6.2,6.3
112,91038276.00,13000000.00,2001,6.2,6.1
97,21973182.00,23000000.00,2001,6.6,6.6
92,5018450.00,8000000.00,2000,5.3,5.3
109,35286428.00,76000000.00,2006,7.9,7.9
127,182805123.00,70000000.00,2000,6.4,6.4
99,117559438.00,30000000.00,2000,5.1,5.1
104,30093107.00,6000000.00,2000,8.3,8.3
126,17804273.00,20000000.00,2000,6.9,7.0
102,14967182.00,40000000.00,2000,5.2,5.1
113,25530884.00,9000000.00,2000,8.4,8.5
130,202007640.00,98000000.00,2001,6.3,6.3
103,60400856.00,35000000.00,2001,5.3,5.2
107,61280963.00,33000000.00,2000,6.3,6.3
109,3050934.00,1800000.00,2000,7.2,7.3
115,17174870.00,18000000.00,2000,6.7,6.7
113,115648585.00,30000000.00,2000,7.8,7.8
100,66941559.00,85000000.00,2000,4.9,4.8
91,12610731.00,11000000.00,2001,4.4,4.4
122,33201661.00,77000000.00,2001,8.3,8.4
84,14373825.00,8600000.00,2007,6.5,6.5
108,166225040.00,55000000.00,2000,7.0,7.0
109,106807667.00,45000000.00,2000,6.2,6.2
129,261481.00,12000000.00,2004,7.4,7.5
146,78616689.00,100000000.00,2001,7.2,7.1
86,1114943.00,500000.00,2000,6.6,6.5
183,198539855.00,140000000.00,2001,6.2,6.1
78,76501438.00,30000000.00,2000,6.1,6.1
84,13592872.00,11000000.00,2000,5.2,5.1
93,68525609.00,15600000.00,2000,6.4,6.5
135,2185266.00,10000000.00,2000,6.5,6.5
131,51396781.00,68000000.00,2001,7.6,7.6
123,34543701.00,82000000.00,2000,5.9,5.9
167,77679638.00,100000000.00,2002,7.5,7.5
98,15464026.00,20000000.00,2000,5.3,5.3
107,12372410.00,24000000.00,2000,5.4,5.3
106,94999143.00,75000000.00,2000,7.3,7.2
90,110720.00,1200000.00,1999,7.2,7.3
102,2047570.00,500000.00,1999,7.6,7.6
103,75078.00,14000000.00,2000,6.3,6.3
120,403932.00,20000000.00,2000,6.4,6.5
84,3100650.00,14000000.00,2001,3.9,3.9
105,10965209.00,30000000.00,2001,6.1,6.1
90,18621249.00,6000000.00,2000,7.4,7.5
116,16252765.00,42000000.00,2001,6.1,6.0
125,75764085.00,60000000.00,2000,6.8,6.7
99,33000377.00,28000000.00,2000,4.8,4.9
104,69688384.00,60000000.00,2000,6.1,6.1
105,10014234.00,65000000.00,2000,5.0,5.0
123,41523271.00,80000000.00,2001,6.5,6.6
77,45542421.00,30000000.00,2000,6.3,6.3
94,30259652.00,15000000.00,2002,4.0,4.1
124,52937130.00,30000000.00,2001,7.6,7.6
106,17951431.00,30000000.00,2001,5.8,5.8
101,16892.00,300000.00,2001,7.6,7.6
94,1744858.00,1000000.00,2000,6.9,7.0
114,447750.00,10000000.00,2000,7.2,7.2
123,33508922.00,40000000.00,2000,7.2,7.2
102,24044532.00,38000000.00,2001,5.6,5.6
95,5308707.00,5000000.00,2001,6.4,6.4
124,71069884.00,68000000.00,2001,6.8,6.8
88,112692062.00,35000000.00,2001,5.4,5.4
93,5204007.00,28000000.00,2001,6.3,6.3
98,8434601.00,28000000.00,2001,4.9,4.9
135,32598931.00,65000000.00,2000,6.2,6.2
90,26421314.00,15000000.00,2000,3.9,4.0
95,84037039.00,120000000.00,2001,6.9,6.8
93,37879996.00,48000000.00,2000,6.0,6.0
101,96471845.00,17000000.00,2001,7.6,7.6
119,25178165.00,40000000.00,2001,6.7,6.7
92,25590119.00,21150000.00,2001,4.8,4.8
96,6044618.00,10000000.00,2002,5.7,5.6
87,64172251.00,30000000.00,2001,5.5,5.4
106,144512310.00,38000000.00,2001,6.8,6.7
106,144512310.00,38000000.00,2001,6.8,6.7
125,15738632.00,42000000.00,2001,6.0,5.9
108,40048332.00,85000000.00,2002,5.5,5.5
138,281492479.00,150000000.00,2003,7.2,7.2
95,2025238.00,6000000.00,2001,5.8,5.8
104,19693891.00,34000000.00,2001,5.0,4.9
103,676698.00,18000000.00,2002,7.1,7.2
98,14252830.00,22000000.00,2001,5.4,5.3
115,38168022.00,3000000.00,2000,6.9,6.6
123,66808615.00,34000000.00,2001,6.1,6.1
109,13491653.00,18000000.00,2001,6.1,6.1
124,19719930.00,45000000.00,2001,6.8,6.8
131,25528495.00,57000000.00,2001,5.9,5.9
107,1190018.00,20000000.00,2002,7.4,7.5
101,30307804.00,35000000.00,2002,5.3,5.2
104,1779284.00,12000000.00,2002,7.0,7.1
88,20218.00,24000000.00,2001,5.5,5.3
87,93375151.00,60000000.00,2001,5.1,5.2
90,19351569.00,22000000.00,2001,5.9,5.9
95,5516708.00,25000000.00,2001,5.0,4.9
87,112950721.00,72000000.00,2001,4.7,4.6
81,16033556.00,10000000.00,2002,6.2,6.2
132,18306166.00,35000000.00,2002,6.5,6.5
87,14249005.00,15000000.00,2001,4.6,4.5
116,183405771.00,85000000.00,2001,7.8,7.8
90,49968653.00,28000000.00,2001,6.9,6.9
86,4814244.00,11000000.00,2002,5.4,5.3
141,16123851.00,23000000.00,2004,6.2,6.2
121,71309760.00,25000000.00,2000,7.2,7.3
152,317557891.00,125000000.00,2001,7.6,7.5
88,28972187.00,13000000.00,2002,5.9,5.9
83,46729374.00,13000000.00,2000,5.5,5.5
101,51758599.00,33000000.00,2001,5.6,5.5
99,56007.00,5500000.00,2001,4.9,4.9
97,1141829.00,700000.00,2001,7.1,7.2
129,139259759.00,150000000.00,2003,6.7,6.7
96,20384136.00,10000000.00,2001,4.8,4.7
97,71500556.00,26000000.00,2001,6.7,6.7
106,171988.00,600000.00,2000,5.4,5.6
77,64736114.00,120000000.00,2002,5.4,5.4
96,37939782.00,17000000.00,2002,5.6,5.6
94,13264986.00,35000000.00,2001,6.0,6.0
98,295468.00,500000.00,2001,6.3,6.0
99,69772969.00,80000000.00,2001,6.5,6.5
97,27338033.00,23000000.00,2001,6.1,6.1
90,6755271.00,5000000.00,2001,5.3,5.3
125,10049886.00,19000000.00,2001,8.6,8.6
134,40911830.00,115000000.00,2002,6.1,6.0
106,13622333.00,2000000.00,2001,7.6,7.7
91,41867960.00,20000000.00,2001,5.6,5.5
91,27087695.00,17700000.00,2001,6.0,5.9
154,5383834.00,2000000.00,2000,8.1,8.1
104,23020488.00,52000000.00,2003,5.5,5.5
131,54228104.00,35000000.00,2002,7.8,7.7
107,54606.00,6000000.00,2001,6.2,6.2
133,160201106.00,142000000.00,2002,6.1,6.1
85,7262288.00,40000000.00,2002,6.5,6.5
104,27053815.00,40000000.00,2001,4.8,4.7
113,727883.00,4500000.00,2001,8.0,8.1
98,18990542.00,70000000.00,2002,3.1,3.0
95,13558739.00,11000000.00,2001,5.4,5.3
98,406035.00,1500000.00,2001,7.2,7.2
130,35918429.00,1700000.00,2001,7.4,7.5
91,13571817.00,15600000.00,2002,4.6,4.5
114,1221261.00,1500000.00,2000,7.9,7.9
111,108244774.00,37000000.00,2001,6.3,6.2
100,18488314.00,1200000.00,2001,7.1,7.1
170,610991.00,1000000.00,2000,6.1,6.2
157,58183966.00,107000000.00,2001,6.8,6.8
95,3029081.00,6000000.00,2001,7.7,7.8
110,21994911.00,5000000.00,2000,7.7,7.7
89,45207112.00,53000000.00,2001,5.6,5.5
99,16929123.00,14000000.00,2001,6.5,6.5
106,27457409.00,6000000.00,2001,6.4,6.3
86,23978402.00,11000000.00,2001,4.7,4.6
113,4720371.00,7000000.00,2001,6.4,6.5
96,95001351.00,18000000.00,2001,6.2,6.2
112,56607223.00,48000000.00,2001,6.4,6.4
94,33357476.00,35000000.00,2001,5.4,5.4
124,52752475.00,50000000.00,2002,6.7,6.7
125,19076815.00,60000000.00,2002,6.3,6.3
116,105807520.00,50000000.00,2003,6.4,6.4
116,71026631.00,36000000.00,2002,7.1,7.0
89,12583510.00,7000000.00,2003,6.1,6.0
105,93815117.00,55000000.00,2002,5.2,5.1
99,22723.00,25000000.00,2001,4.8,4.5
98,353743.00,15000000.00,2001,6.8,6.9
94,6165429.00,6000000.00,2002,7.4,7.5
101,24185781.00,31000000.00,2001,6.9,6.9
108,145096820.00,30000000.00,2001,6.4,6.4
86,226792.00,10000000.00,2001,6.2,6.2
109,2326407.00,12000000.00,2001,6.9,7.0
150,32519322.00,35000000.00,2002,8.5,8.5
101,43060566.00,60000000.00,2002,6.2,6.2
116,43119879.00,60000000.00,2002,6.4,6.4
89,13903262.00,11000000.00,2001,6.3,6.3
84,24430272.00,43000000.00,2002,5.2,5.1
90,673780.00,10000.00,2000,7.4,7.5
84,55762229.00,22000000.00,2001,4.8,4.8
130,28734552.00,16000000.00,2001,6.4,6.4
114,70836296.00,40000000.00,2001,5.9,5.9
108,127214072.00,38000000.00,2002,6.2,6.1
103,7496522.00,26000000.00,2001,6.7,6.8
117,104054514.00,80000000.00,2002,7.7,7.7
117,116643346.00,80000000.00,2003,6.0,6.0
83,71277420.00,45000000.00,2001,5.3,5.2
125,65010106.00,30000000.00,2002,7.1,7.2
97,19294901.00,35000000.00,2005,5.0,5.0
89,66734992.00,60000000.00,2003,4.4,4.4
115,41543207.00,42000000.00,2002,6.4,6.3
112,95308367.00,48000000.00,2002,6.8,6.8
81,3293258.00,3000000.00,2001,5.3,5.2
101,12987647.00,30000000.00,2002,7.0,7.1
91,4186931.00,250000.00,2001,6.7,6.9
119,121468960.00,60000000.00,2002,7.9,7.9
84,5002310.00,13000000.00,2001,5.6,5.6
104,30063805.00,60000000.00,2002,6.1,6.1
114,115802596.00,110000000.00,2007,5.2,5.2
95,241437427.00,5000000.00,2002,6.5,6.6
136,100614858.00,68000000.00,2001,6.9,6.9
82,9628751.00,5000000.00,2000,6.1,5.9
113,54997476.00,50000000.00,2001,6.3,6.3
99,16930185.00,29000000.00,2002,5.3,5.3
104,30059386.00,22000000.00,2001,6.8,6.9
100,373967.00,1500000.00,2001,6.4,6.5
89,241816.00,42000.00,2000,7.4,7.5
90,37470017.00,10000000.00,2001,6.2,6.1
104,5974653.00,22000000.00,2001,4.0,4.1
102,4239767.00,7500000.00,2002,5.7,6.0
98,26536120.00,50000000.00,2003,6.5,6.5
141,164435221.00,52000000.00,2002,8.1,8.0
98,66790248.00,45000000.00,2002,6.4,6.5
100,13103828.00,11000000.00,2001,7.2,7.3
97,7022940.00,1000000.00,2001,6.4,6.7
125,15561627.00,18000000.00,2001,7.5,7.5
115,31874869.00,50000000.00,2002,6.2,6.1
115,31874869.00,50000000.00,2002,6.2,6.1
102,93607673.00,48000000.00,2001,5.7,5.7
144,108638745.00,92000000.00,2001,7.7,7.7
95,33422806.00,50000000.00,2001,4.9,4.8
109,14589444.00,25000000.00,2004,6.7,6.8
88,47811275.00,15000000.00,2002,5.4,5.4
114,13876974.00,7000000.00,2001,7.3,7.4
119,35228696.00,32000000.00,2002,6.4,6.5
96,31597131.00,12000000.00,2002,6.8,6.8
82,36696761.00,23000000.00,2001,6.6,6.5
127,75597042.00,20000000.00,2002,6.9,7.0
110,52353636.00,21000000.00,2001,7.6,7.6
85,13973532.00,25000000.00,2002,5.1,5.1
109,8355815.00,55000000.00,2002,6.3,6.4
109,26183197.00,36000000.00,2003,6.1,6.1
89,9652000.00,40000000.00,2003,5.9,5.8
100,380838870.00,94000000.00,2003,8.1,8.2
111,70098138.00,30000000.00,2003,8.1,8.1
84,1646664.00,20000000.00,2003,2.8,2.8
90,226138454.00,90000000.00,2001,6.6,6.6
112,13134.00,500000.00,2002,6.0,6.1
126,26871.00,92000000.00,2001,7.1,7.0
99,10719367.00,25000000.00,2002,4.9,4.9
138,35168677.00,100000000.00,2002,6.7,6.7
87,43905746.00,49000000.00,2001,5.9,5.9
86,153288182.00,84000000.00,2002,5.0,4.9
115,22245861.00,19000000.00,2002,7.7,7.7
119,798341.00,1000000.00,2001,6.9,7.2
81,176387405.00,59000000.00,2002,7.5,7.6
82,80920948.00,30000000.00,2001,6.0,6.0
104,3287435.00,4500000.00,2001,7.0,7.1
96,56684819.00,80000000.00,2002,6.0,5.9
135,170708996.00,58000000.00,2001,8.2,8.2
152,27796042.00,72000000.00,2001,6.9,6.9
108,22433915.00,60000000.00,2002,6.1,6.2
103,206400.00,50000000.00,2001,6.8,6.9
90,22235901.00,6000000.00,2001,6.1,6.1
94,34238611.00,55000000.00,2003,6.1,6.0
88,9109322.00,20000000.00,2004,1.9,1.9
86,15549702.00,14000000.00,2003,4.7,4.6
96,703.00,1500000.00,2001,5.2,5.4
98,36833473.00,25000000.00,2001,6.6,6.6
78,2882062.00,150000.00,2000,6.1,6.3
86,333976.00,12000000.00,2002,6.4,6.4
99,17266505.00,30000000.00,2002,5.4,5.4
131,18208078.00,60000000.00,2001,7.0,6.9
120,50173190.00,48000000.00,2001,7.4,7.4
105,10460089.00,7500000.00,2002,7.1,7.2
95,17791031.00,25000000.00,2002,7.3,7.3
88,22160085.00,10600000.00,2002,5.5,5.4
86,17292381.00,12000000.00,2001,5.3,5.3
99,562059.00,4000000.00,2002,6.9,7.0
88,27972410.00,35000000.00,2003,6.2,6.1
110,41597830.00,25000000.00,2002,7.5,7.6
100,121972.00,22000000.00,2002,5.5,5.5
107,4046737.00,4000000.00,2002,7.0,7.1
93,37188667.00,12000000.00,2002,3.5,3.3
85,145771527.00,80000000.00,2002,7.2,7.2
88,16988996.00,35000000.00,2002,4.1,4.0
101,40566655.00,30000000.00,2002,7.0,7.1
132,40270895.00,22000000.00,2001,7.6,7.6
92,90341670.00,60000000.00,2002,5.5,5.5
89,37882551.00,16000000.00,2001,5.7,5.7
138,78120196.00,75000000.00,2002,7.1,7.1
95,25482931.00,14000000.00,2002,5.9,5.7
115,39177215.00,38000000.00,2002,5.7,5.6
93,31155435.00,12000000.00,2001,6.3,6.2
97,8378141.00,15000000.00,2002,6.8,6.9
118,67263182.00,46000000.00,2002,7.2,7.2
98,1641788.00,8000000.00,2002,6.8,6.8
112,4839383.00,16000000.00,2002,6.6,6.6
89,313436.00,15500000.00,2001,7.5,7.6
219,12870569.00,56000000.00,2003,6.4,6.3
93,14015786.00,5000000.00,2002,6.4,6.5
85,4356743.00,16000000.00,2001,4.2,4.1
118,9059588.00,15000000.00,2002,6.6,6.6
86,38230435.00,25000000.00,2002,5.8,5.8
116,69586544.00,27000000.00,2002,6.1,6.0
93,10198766.00,12000000.00,2002,5.5,5.4
98,22770864.00,38000000.00,2001,5.5,5.5
72,48423368.00,20000000.00,2002,5.8,5.8
98,30306281.00,10000000.00,2002,5.6,5.6
101,3799339.00,250000.00,2002,7.0,7.2
116,30157016.00,70000000.00,2002,5.6,5.6
107,768045.00,2000000.00,2002,7.6,7.7
96,126203320.00,50000000.00,2002,5.8,5.8
132,274299.00,103000000.00,2002,7.2,7.3
114,6592103.00,35000000.00,2002,6.2,6.3
131,41300105.00,19800000.00,2001,7.2,7.3
94,3034181.00,11000000.00,2002,5.3,5.4
98,4681503.00,9000000.00,2002,6.9,7.0
91,1292119.00,5500000.00,2001,7.0,7.1
94,12398628.00,20000000.00,2002,6.2,6.1
101,41227069.00,11000000.00,2002,7.4,7.4
94,81525.00,15300000.00,2001,6.7,6.6
99,81150692.00,35000000.00,2002,5.1,5.1
109,3517797.00,25000000.00,2002,6.5,6.6
85,39880476.00,25000000.00,2002,5.6,5.2
86,32131483.00,11000000.00,2003,5.0,4.9
103,14448589.00,40000000.00,2002,5.8,5.8
101,410241.00,2000000.00,2002,6.8,6.8
85,28563926.00,8500000.00,2002,5.1,5.0
90,19158074.00,15000000.00,2002,6.6,6.7
92,21005329.00,6000000.00,2002,6.4,6.4
109,16346122.00,16000000.00,2002,7.1,7.2
93,4835968.00,40000000.00,2002,4.5,4.5
88,58936.00,1200000.00,2001,6.0,6.1
72,47887943.00,20000000.00,2003,5.4,5.4
99,398420.00,8000000.00,2007,6.3,6.4
109,14060950.00,12500000.00,2002,6.9,6.9
89,12693621.00,17000000.00,2002,4.8,4.8
111,3076425.00,8000000.00,2002,7.1,7.1
122,3895664.00,5300000.00,2002,7.3,7.3
113,617228.00,84450000.00,2006,7.4,7.4
94,8586376.00,20000000.00,2002,4.9,4.9
136,33685268.00,68000000.00,2003,5.5,5.5
111,31252964.00,4000000.00,2001,7.0,7.1
102,55845943.00,29000000.00,2003,6.4,6.4
104,1011054.00,10000000.00,2003,7.1,7.2
106,227965690.00,72000000.00,2002,6.7,6.7
113,488872.00,10000000.00,2001,7.3,7.3
91,119841.00,1500000.00,2002,6.5,6.5
141,3064356.00,5600000.00,2002,6.8,6.9
78,7002255.00,9500000.00,2003,7.8,7.8
128,112935.00,9000000.00,2002,7.5,7.6
112,32541719.00,3500159.00,2002,6.6,6.7
138,132122995.00,137000000.00,2003,5.6,5.7
105,35990505.00,20000000.00,2003,5.8,5.8
100,85570368.00,38000000.00,2002,5.1,5.1
88,22108977.00,41000000.00,2003,5.3,5.2
91,30079316.00,35000000.00,2002,5.5,5.5
113,45063889.00,8000000.00,2002,7.6,7.6
124,92930005.00,78000000.00,2002,7.2,7.2
96,32122249.00,60000000.00,2002,5.9,5.9
113,23947.00,13000000.00,2004,7.6,7.7
130,19593740.00,50000000.00,2003,7.6,7.5
115,279167575.00,80000000.00,2004,6.3,6.3
98,50189179.00,60000000.00,2002,5.4,5.3
96,464126.00,1000000.00,2002,6.6,6.7
101,2506446.00,2000000.00,2002,4.7,4.7
93,10097096.00,4000000.00,2001,4.8,4.6
134,214948780.00,110000000.00,2003,7.4,7.5
185,454255.00,400000000.00,2001,6.5,6.6
99,92191.00,2500000.00,2001,6.5,6.5
89,598645.00,10000000.00,2002,3.6,3.6
110,6525762.00,4000000.00,2002,6.7,6.7
73,39659.00,1600000.00,2002,6.8,7.0
143,51225796.00,70000000.00,2004,7.3,7.4
91,140080850.00,140000000.00,2007,6.2,6.2
92,25296447.00,21000000.00,2002,6.8,6.8
85,32983713.00,20000000.00,2002,5.8,5.8
127,4426297.00,35000000.00,2003,6.5,6.5
135,29077547.00,40000000.00,2005,6.9,7.0
94,213079163.00,63000000.00,2002,6.2,6.2
101,13208023.00,42000000.00,2002,3.4,3.3
101,15408822.00,20000000.00,2003,5.6,5.6
161,261970615.00,100000000.00,2002,7.4,7.4
80,40363530.00,16000000.00,2002,3.3,3.3
84,15417771.00,12600000.00,2003,6.1,6.1
124,141204016.00,70000000.00,2002,5.9,5.8
95,15278.00,825000.00,2002,5.2,5.6
90,5844929.00,3000000.00,2002,6.9,7.0
119,57637485.00,105000000.00,2004,6.7,6.7
109,27362712.00,8000000.00,2002,6.5,6.5
98,15361537.00,13000000.00,2002,4.6,4.6
97,33105600.00,70000000.00,2002,5.4,5.4
106,4476235.00,27000000.00,2004,6.4,6.4
107,15854988.00,13500000.00,2002,7.3,7.4
93,436471036.00,150000000.00,2004,7.2,7.2
110,116724075.00,41000000.00,2002,7.1,7.0
101,20772796.00,6000000.00,2002,7.5,7.6
82,25571351.00,14000000.00,2002,6.5,6.6
105,2062066.00,7000000.00,2002,6.6,6.6
135,31111260.00,60000000.00,2003,5.5,5.4
76,50026353.00,110000000.00,2004,5.3,5.4
108,548712.00,2500000.00,2003,6.8,6.9
113,170684505.00,45000000.00,2002,7.1,7.2
121,5660084.00,54000000.00,2003,2.5,2.4
107,84961.00,31000000.00,2002,7.9,7.9
102,25266129.00,35000000.00,2004,6.2,6.2
106,304124.00,1400000.00,2004,6.7,6.7
114,60470220.00,50000000.00,2003,6.2,6.2
104,40118420.00,30000000.00,2002,5.6,5.6
116,19480739.00,80000000.00,2003,5.6,5.6
97,8111360.00,10000000.00,2002,7.3,7.4
121,4063859.00,4800000.00,2003,7.7,7.7
96,196067.00,7000000.00,2002,6.6,6.7
104,35143332.00,17000000.00,2003,5.6,5.6
98,10762178.00,160000000.00,2001,7.9,8.0
103,236266.00,3500000.00,2002,6.1,6.2
88,74608545.00,24000000.00,2003,7.1,7.2
103,174682.00,200000.00,2002,6.6,6.9
93,145540.00,500000.00,2002,6.6,6.7
102,75074950.00,12000000.00,2002,6.3,6.3
118,56398162.00,20000000.00,2002,5.8,5.7
142,249358727.00,130000000.00,2004,7.9,7.8
117,63695760.00,65000000.00,2003,6.5,6.4
104,139225854.00,60000000.00,2002,5.6,5.5
102,7659747.00,38000000.00,2003,5.2,5.1
106,100685880.00,120000000.00,2003,4.9,4.8
90,28399192.00,13000000.00,2002,5.3,5.4
95,16066.00,5000000.00,2004,3.6,3.3
105,132541238.00,33000000.00,2003,5.6,5.5
95,56127162.00,18000000.00,2003,5.5,5.4
84,110000082.00,48000000.00,2003,5.5,5.5
102,1250798.00,500000.00,2002,6.4,6.4
101,34604054.00,30000000.00,2003,5.8,5.8
94,42672630.00,17000000.00,2003,5.5,5.3
90,110536.00,40000.00,2001,7.0,7.0
90,160762022.00,75000000.00,2004,6.0,6.0
135,13060843.00,15000000.00,2002,7.6,7.7
92,60057639.00,18000000.00,2003,7.0,7.1
117,11204499.00,14000000.00,2006,7.0,7.0
91,14294842.00,70000000.00,2002,3.7,3.6
75,15519841.00,47000000.00,2006,4.5,4.5
88,47329.00,750000.00,2002,6.5,6.6
99,51432423.00,30000000.00,2002,5.2,5.1
106,51676606.00,25000000.00,2004,7.7,7.8
110,26199517.00,50000000.00,2002,6.4,6.4
90,46455802.00,26000000.00,2003,6.2,6.2
90,51475962.00,30000000.00,2003,7.3,7.3
132,1309849.00,10000000.00,2002,7.1,7.2
100,6852144.00,22000000.00,2003,6.1,6.2
114,2353728.00,20000000.00,2003,6.7,6.9
120,21244913.00,4000000.00,2002,7.9,8.0
97,12212417.00,15000000.00,2003,6.7,6.7
138,93926386.00,150000000.00,2003,7.4,7.4
117,67325559.00,20000000.00,2003,7.0,7.1
110,66462600.00,78000000.00,2003,5.8,5.8
80,2360184.00,300000.00,2003,7.0,7.1
85,56068547.00,30000000.00,2005,7.4,7.5
110,5881504.00,39000000.00,2004,5.3,5.3
82,100446895.00,109000000.00,2003,3.9,3.8
98,1569918.00,17000000.00,2003,6.9,6.9
118,5709616.00,1800000.00,2002,6.7,6.8
105,40905277.00,50000000.00,2003,6.5,6.5
101,93307796.00,60000000.00,2002,6.1,6.1
108,3203044.00,18000000.00,2003,6.4,6.4
102,47285499.00,26000000.00,2003,5.0,5.0
76,13684949.00,3000000.00,2002,6.0,5.9
135,59365105.00,45000000.00,2003,7.6,7.7
121,43426961.00,70000000.00,2003,6.6,6.6
106,395592.00,2000000.00,2003,7.5,7.6
109,336456.00,8000000.00,2003,5.5,5.6
101,242589580.00,81000000.00,2003,6.7,6.7
124,16248701.00,20000000.00,2003,7.7,7.7
88,6471394.00,50000000.00,2004,4.9,4.9
126,13005485.00,15000000.00,2003,7.5,7.6
88,2073984.00,800000.00,2002,7.2,7.2
139,58328680.00,22000000.00,2003,7.4,7.5
109,52277485.00,35000000.00,2003,6.9,6.9
